chr	cds_start	cds_end	cds_id	dhs_start	dhs_end	dhs_id	tfbs_start	tfbs_end	tfbs_id	dataset
12	121881815	121882075	ENSG00000089094	121881920	121882070	44859	121882009	121882028	NRSF	predicted not supported by ChIP-seq
12	122016707	122016851	ENSG00000089094	122016720	122016870	44872	122016743	122016751	TCF12	predicted not supported by ChIP-seq
12	122242644	122242817	ENSG00000139718	122242620	122242770	44917	122242678	122242692	Egr-1	predicted not supported by ChIP-seq
12	124156603	124156679	ENSG00000168778	124156620	124156770	45162	124156641	124156669	Pax-5	predicted not supported by ChIP-seq
12	132239931	132240024	ENSG00000061936	132239920	132240070	45552	132239932	132239943	Pax-5	predicted not supported by ChIP-seq
12	133306265	133306856	ENSG00000176915	133306540	133306690	45643	133306572	133306588	Ets	predicted not supported by ChIP-seq
12	133501962	133503748	ENSG00000196458	133502540	133502690	45660	133502580	133502592	NF-kappaB	predicted not supported by ChIP-seq
12	133732089	133733551	ENSG00000256223	133732940	133733090	45673	133733000	133733014	Pou2f2	predicted not supported by ChIP-seq
12	133732089	133733551	ENSG00000256223	133732940	133733090	45673	133733057	133733070	CEBPB	predicted not supported by ChIP-seq
12	133778730	133781113	ENSG00000090612	133779260	133779410	45675	133779293	133779308	Irf	predicted not supported by ChIP-seq
12	133778730	133781113	ENSG00000090612	133779260	133779410	45675	133779332	133779345	ZEB1	predicted not supported by ChIP-seq
13	21476809	21476877	ENSG00000132953	21476840	21476990	45820	21476851	21476860	ZBTB7A	predicted not supported by ChIP-seq
13	25875912	25876018	ENSG00000139496	25875960	25876110	46120	25875964	25875976	AP-2	predicted not supported by ChIP-seq
13	26624780	26625113	ENSG00000180730	26625020	26625170	46161	26625030	26625051	NRSF	predicted not supported by ChIP-seq
13	28130373	28130550	ENSG00000139517	28130400	28130550	46282	28130456	28130466	SP1	predicted not supported by ChIP-seq
13	28130373	28130550	ENSG00000139517	28130400	28130550	46282	28130467	28130495	Pax-5	predicted not supported by ChIP-seq
13	28712795	28713224	ENSG00000152520	28712940	28713090	46339	28713019	28713028	AP-2	predicted not supported by ChIP-seq
13	28712795	28713224	ENSG00000152520	28712940	28713090	46339	28713034	28713049	RFX5	predicted not supported by ChIP-seq
13	30351292	30351400	ENSG00000122042	30351280	30351430	46423	30351346	30351358	GATA	predicted not supported by ChIP-seq
13	32371338	32371556	ENSG00000133105	32371420	32371570	46627	32371472	32371482	TATA	predicted not supported by ChIP-seq
13	32371338	32371556	ENSG00000133105	32371420	32371570	46627	32371472	32371488	GR	predicted not supported by ChIP-seq
13	32371338	32371556	ENSG00000133105	32371420	32371570	46627	32371492	32371502	TAL1	predicted not supported by ChIP-seq
13	32371338	32371556	ENSG00000133105	32371420	32371570	46627	32371526	32371540	PRDM1	predicted not supported by ChIP-seq
13	32371338	32371556	ENSG00000133105	32371420	32371570	46627	32371532	32371544	Ets	predicted not supported by ChIP-seq
13	33109906	33111164	ENSG00000244754	33110020	33110170	46691	33110102	33110114	Nanog	predicted not supported by ChIP-seq
13	36049199	36050275	ENSG00000180660	36050140	36050290	46918	36050226	36050241	Foxa	predicted not supported by ChIP-seq
13	37422816	37422956	ENSG00000120693	37422820	37422970	47002	37422857	37422871	HNF4	predicted not supported by ChIP-seq
13	42622910	42623101	ENSG00000102780	42622880	42623030	47379	42622911	42622934	HNF4	predicted not supported by ChIP-seq
13	43469145	43469244	ENSG00000133106	43469160	43469310	47447	43469202	43469217	RXRA	predicted not supported by ChIP-seq
13	46085900	46085989	ENSG00000136152	46085840	46085990	47677	46085922	46085932	Ets	predicted not supported by ChIP-seq
13	46085900	46085989	ENSG00000136152	46085840	46085990	47677	46085949	46085963	SRF	predicted not supported by ChIP-seq
13	47470809	47470968	ENSG00000102468	47470940	47471090	47836	47470941	47470959	Maf	predicted not supported by ChIP-seq
13	48615056	48615252	ENSG00000136159	48615120	48615270	47893	48615159	48615173	Pou2f2	predicted not supported by ChIP-seq
13	50042000	50042096	ENSG00000136169	50041940	50042090	48086	50042010	50042019	AP-1	predicted not supported by ChIP-seq
13	50042000	50042096	ENSG00000136169	50041940	50042090	48086	50042021	50042033	ELF1	predicted not supported by ChIP-seq
13	53419941	53422571	ENSG00000136099	53420520	53420670	48412	53420531	53420541	ZBTB33	predicted not supported by ChIP-seq
13	53419941	53422571	ENSG00000136099	53420520	53420670	48412	53420594	53420613	NRSF	predicted not supported by ChIP-seq
13	77459309	77460283	ENSG00000178695	77459680	77459830	49246	77459715	77459727	AP-2	predicted not supported by ChIP-seq
13	77566087	77566406	ENSG00000102805	77566120	77566270	49259	77566179	77566191	AP-2	predicted not supported by ChIP-seq
13	77574593	77575101	ENSG00000102805	77574820	77574970	49260	77574839	77574855	TAL1	predicted not supported by ChIP-seq
13	77574593	77575101	ENSG00000102805	77574820	77574970	49260	77574860	77574874	Ets	predicted not supported by ChIP-seq
13	77574593	77575101	ENSG00000102805	77574820	77574970	49260	77574937	77574945	BRCA1	predicted not supported by ChIP-seq
13	78273059	78273192	ENSG00000139737	78272980	78273130	49304	78273091	78273101	GR	predicted not supported by ChIP-seq
13	78472338	78472469	ENSG00000136160	78472340	78472490	49326	78472393	78472407	HNF4	predicted not supported by ChIP-seq
13	78493532	78493750	ENSG00000136160	78493600	78493750	49337	78493659	78493670	ATF3	predicted not supported by ChIP-seq
13	79175553	79176686	ENSG00000152192	79175760	79175910	49387	79175821	79175836	Ets	predicted not supported by ChIP-seq
13	95117887	95118053	ENSG00000080166	95117960	95118110	49698	95118002	95118016	HNF4	predicted not supported by ChIP-seq
13	99020371	99020449	ENSG00000152767	99020340	99020490	49983	99020430	99020443	STAT	predicted not supported by ChIP-seq
13	99738477	99738605	ENSG00000088387	99738460	99738610	50055	99738576	99738586	SP1	predicted not supported by ChIP-seq
13	99738477	99738605	ENSG00000088387	99738460	99738610	50055	99738583	99738602	NRSF	predicted not supported by ChIP-seq
13	99853666	99853821	ENSG00000134882	99853720	99853870	50063	99853733	99853749	Maf	predicted not supported by ChIP-seq
13	99853666	99853821	ENSG00000134882	99853720	99853870	50063	99853745	99853753	STAT	predicted not supported by ChIP-seq
13	99890681	99890808	ENSG00000134882	99890600	99890750	50066	99890715	99890738	HNF4	predicted not supported by ChIP-seq
13	99890681	99890808	ENSG00000134882	99890600	99890750	50066	99890721	99890740	NRSF	predicted not supported by ChIP-seq
13	100634319	100635393	ENSG00000043355	100634420	100634570	50116	100634422	100634441	NRSF	predicted not supported by ChIP-seq
13	100634319	100635393	ENSG00000043355	100635140	100635290	50117	100635219	100635232	STAT	predicted not supported by ChIP-seq
13	101020726	101020828	ENSG00000175198	101020760	101020910	50139	101020772	101020787	Pou5f1	predicted not supported by ChIP-seq
13	101288786	101288988	ENSG00000125247	101288900	101289050	50155	101288908	101288924	NF-Y	predicted not supported by ChIP-seq
13	102359106	102359252	ENSG00000198542	102359120	102359270	50208	102359174	102359186	Ets	predicted not supported by ChIP-seq
13	102359106	102359252	ENSG00000198542	102359120	102359270	50208	102359223	102359233	TAL1	predicted not supported by ChIP-seq
13	103381804	103389159	ENSG00000175820	103382020	103382170	50245	103382066	103382084	Foxa	predicted not supported by ChIP-seq
13	103381804	103389159	ENSG00000175820	103382800	103382950	50246	103382849	103382867	Foxa	predicted not supported by ChIP-seq
13	103381804	103389159	ENSG00000175820	103384180	103384330	50247	103384303	103384318	GR	predicted not supported by ChIP-seq
13	108922244	108922582	ENSG00000102524	108922120	108922270	50461	108922247	108922258	Maf	predicted not supported by ChIP-seq
13	110434389	110438400	ENSG00000185950	110436320	110436470	50569	110436396	110436407	Egr-1	predicted not supported by ChIP-seq
13	110434389	110438400	ENSG00000185950	110436500	110436650	50570	110436502	110436524	EBF	predicted not supported by ChIP-seq
13	110434389	110438400	ENSG00000185950	110437020	110437170	50571	110437074	110437090	AP-2	predicted not supported by ChIP-seq
13	110434389	110438400	ENSG00000185950	110437560	110437710	50572	110437658	110437674	Ets	predicted not supported by ChIP-seq
13	111121564	111121671	ENSG00000134871	111121460	111121610	50665	111121592	111121602	ZBTB33	predicted not supported by ChIP-seq
13	111213695	111213866	ENSG00000139832	111213720	111213870	50675	111213746	111213759	SP1	predicted not supported by ChIP-seq
13	111213695	111213866	ENSG00000139832	111213720	111213870	50675	111213747	111213766	NRSF	predicted not supported by ChIP-seq
13	111213695	111213866	ENSG00000139832	111213720	111213870	50675	111213822	111213844	EBF	predicted not supported by ChIP-seq
13	113242219	113242294	ENSG00000126216	113242120	113242270	50808	113242259	113242269	Hsf	predicted not supported by ChIP-seq
13	114566548	114566714	ENSG00000183087	114566600	114566750	50921	114566604	114566618	p300	predicted not supported by ChIP-seq
13	114566548	114566714	ENSG00000183087	114566600	114566750	50921	114566675	114566690	Ets	predicted not supported by ChIP-seq
14	20819206	20819281	ENSG00000129484	20819120	20819270	50992	20819220	20819236	AP-2	predicted not supported by ChIP-seq
14	21560024	21561463	ENSG00000165804	21560700	21560850	51090	21560823	21560839	AP-2	predicted not supported by ChIP-seq
14	21851746	21851928	ENSG00000092201	21851680	21851830	51128	21851773	21851788	Pou5f1	predicted not supported by ChIP-seq
14	22984601	22984666	ENSG00000211861	22984540	22984690	51209	22984625	22984646	STAT	predicted not supported by ChIP-seq
14	23306390	23306495	ENSG00000157227	23306440	23306590	51249	23306458	23306476	GATA	predicted not supported by ChIP-seq
14	23306521	23306646	ENSG00000157227	23306440	23306590	51249	23306523	23306533	ZBTB33	merged_ENCODE.tf.bound.union.bed
14	23306521	23306646	ENSG00000157227	23306440	23306590	51249	23306567	23306579	AP-2	predicted not supported by ChIP-seq
14	23503860	23504090	ENSG00000100804	23503860	23504010	51293	23503935	23503948	STAT	predicted not supported by ChIP-seq
14	23531377	23531484	ENSG00000100813	23531340	23531490	51301	23531389	23531406	Maf	predicted not supported by ChIP-seq
14	23531377	23531484	ENSG00000100813	23531340	23531490	51301	23531421	23531444	RXRA	predicted not supported by ChIP-seq
14	23531377	23531484	ENSG00000100813	23531340	23531490	51301	23531427	23531444	HNF4	predicted not supported by ChIP-seq
14	23531377	23531484	ENSG00000100813	23531340	23531490	51301	23531458	23531473	Ets	predicted not supported by ChIP-seq
14	23651973	23652123	ENSG00000092068	23651940	23652090	51336	23652024	23652038	Egr-1	predicted not supported by ChIP-seq
14	23651973	23652123	ENSG00000092068	23651940	23652090	51336	23652063	23652077	Egr-1	predicted not supported by ChIP-seq
14	24108074	24108213	ENSG00000100867	24108000	24108150	51394	24108088	24108097	AP-2	predicted not supported by ChIP-seq
14	24459391	24459568	ENSG00000187630	24459400	24459550	51410	24459427	24459445	Myc	predicted not supported by ChIP-seq
14	24459391	24459568	ENSG00000187630	24459400	24459550	51410	24459447	24459461	Ets	predicted not supported by ChIP-seq
14	24459391	24459568	ENSG00000187630	24459400	24459550	51410	24459475	24459494	NRSF	predicted not supported by ChIP-seq
14	24459391	24459568	ENSG00000187630	24459400	24459550	51410	24459491	24459504	SP1	predicted not supported by ChIP-seq
14	24631354	24631533	ENSG00000213928	24631380	24631530	51438	24631496	24631510	Ets	predicted not supported by ChIP-seq
14	24784858	24785913	ENSG00000213903	24785420	24785570	51464	24785534	24785557	HNF4	predicted not supported by ChIP-seq
14	24900669	24901816	ENSG00000100441	24901040	24901190	51487	24901094	24901107	SP1	predicted not supported by ChIP-seq
14	25288243	25288545	ENSG00000168952	25288280	25288430	51521	25288338	25288366	Pax-5	predicted not supported by ChIP-seq
14	31376083	31376250	ENSG00000196792	31376060	31376210	51729	31376146	31376156	TAL1	predicted not supported by ChIP-seq
14	34145417	34145591	ENSG00000151322	34145360	34145510	51966	34145461	34145471	Mxi1	predicted not supported by ChIP-seq
14	34985519	34985792	ENSG00000129518	34985580	34985730	52060	34985691	34985703	ELF1	predicted not supported by ChIP-seq
14	35099113	35099160	ENSG00000129515	35099060	35099210	52066	35099119	35099139	STAT	predicted not supported by ChIP-seq
14	35099113	35099160	ENSG00000129515	35099060	35099210	52066	35099129	35099144	Ets	predicted not supported by ChIP-seq
14	35554799	35554984	ENSG00000092020	35554800	35554950	52105	35554840	35554859	GR	predicted not supported by ChIP-seq
14	36003459	36005156	ENSG00000168348	36004500	36004650	52154	36004553	36004565	AP-2	predicted not supported by ChIP-seq
14	36003459	36005156	ENSG00000168348	36004500	36004650	52154	36004623	36004634	NF-E2	predicted not supported by ChIP-seq
14	37050110	37050669	ENSG00000136327	37050500	37050650	52218	37050513	37050525	Ets	predicted not supported by ChIP-seq
14	37641591	37641863	ENSG00000258708	37641480	37641630	52240	37641606	37641620	REST	merged_ENCODE.tf.bound.union.bed
14	38060573	38061916	ENSG00000129514	38061340	38061490	52251	38061340	38061359	NRSF	predicted not supported by ChIP-seq
14	39716115	39717345	ENSG00000258941	39716580	39716730	52290	39716613	39716628	Pou5f1	predicted not supported by ChIP-seq
14	39716115	39717404	ENSG00000150526	39716580	39716730	52290	39716613	39716628	Pou5f1	predicted not supported by ChIP-seq
14	39716115	39717345	ENSG00000258941	39716580	39716730	52290	39716632	39716653	NRSF	predicted not supported by ChIP-seq
14	39716115	39717404	ENSG00000150526	39716580	39716730	52290	39716632	39716653	NRSF	predicted not supported by ChIP-seq
14	39716115	39717345	ENSG00000258941	39716580	39716730	52290	39716656	39716677	NRSF	predicted not supported by ChIP-seq
14	39716115	39717404	ENSG00000150526	39716580	39716730	52290	39716656	39716677	NRSF	predicted not supported by ChIP-seq
14	45431625	45433670	ENSG00000198718	45431760	45431910	52455	45431861	45431871	TAL1	predicted not supported by ChIP-seq
14	48143720	48143999	ENSG00000272781	48143900	48144050	52594	48143956	48143972	AP-2	predicted not supported by ChIP-seq
14	50065134	50065580	ENSG00000253459	50065340	50065490	52641	50065424	50065432	TCF12	merged_ENCODE.tf.bound.union.bed
14	50065134	50065580	ENSG00000253459	50065340	50065490	52641	50065453	50065467	Egr-1	predicted not supported by ChIP-seq
14	50065134	50065580	ENSG00000253459	50065340	50065490	52641	50065454	50065464	PAX5	merged_ENCODE.tf.bound.union.bed
14	50065134	50065580	ENSG00000253459	50065340	50065490	52641	50065455	50065471	YY1	merged_ENCODE.tf.bound.union.bed
14	50065134	50065580	ENSG00000253459	50065560	50065710	52642	50065563	50065571	E2F1	merged_ENCODE.tf.bound.union.bed
14	50065134	50065580	ENSG00000253459	50065560	50065710	52642	50065563	50065571	E2F4	merged_ENCODE.tf.bound.union.bed
14	50065134	50065580	ENSG00000253459	50065560	50065710	52642	50065563	50065571	E2F6	merged_ENCODE.tf.bound.union.bed
14	50100005	50101867	ENSG00000165506	50101000	50101150	52650	50101043	50101062	NRSF	predicted not supported by ChIP-seq
14	50100005	50101867	ENSG00000165506	50101000	50101150	52650	50101118	50101128	SP1	predicted not supported by ChIP-seq
14	50551848	50552016	ENSG00000168260	50551800	50551950	52724	50551868	50551878	ZBTB33	predicted not supported by ChIP-seq
14	50802177	50802273	ENSG00000125375	50802180	50802330	52745	50802242	50802264	BHLHE40	predicted not supported by ChIP-seq
14	52171467	52171653	ENSG00000139926	52171540	52171690	52911	52171545	52171559	Ets	predicted not supported by ChIP-seq
14	52445992	52446060	ENSG00000186469	52445920	52446070	52947	52445992	52446007	SMC3	merged_ENCODE.tf.bound.union.bed
14	54950389	54950485	ENSG00000197045	54950300	54950450	53125	54950415	54950435	Irf	predicted not supported by ChIP-seq
14	55604763	55605086	ENSG00000131981	55604940	55605090	53219	55604964	55604976	ZEB1	predicted not supported by ChIP-seq
14	55609302	55609467	ENSG00000131981	55609280	55609430	53222	55609383	55609398	Pou5f1	predicted not supported by ChIP-seq
14	56120277	56120314	ENSG00000126777	56120240	56120390	53281	56120284	56120298	Pou2f2	predicted not supported by ChIP-seq
14	58598230	58598439	ENSG00000139971	58598260	58598410	53438	58598324	58598339	Ets	predicted not supported by ChIP-seq
14	58830888	58832018	ENSG00000032219	58831240	58831390	53464	58831252	58831268	Ets	predicted not supported by ChIP-seq
14	59930463	59931944	ENSG00000181619	59931420	59931570	53600	59931433	59931450	AP-2	predicted not supported by ChIP-seq
14	59930463	59931944	ENSG00000181619	59931420	59931570	53600	59931481	59931500	NRSF	predicted not supported by ChIP-seq
14	59930463	59931944	ENSG00000181619	59931420	59931570	53600	59931542	59931561	NRSF	predicted not supported by ChIP-seq
14	60976117	60976688	ENSG00000184302	60976400	60976550	53661	60976527	60976537	Myc	predicted not supported by ChIP-seq
14	61447562	61447653	ENSG00000126814	61447520	61447670	53686	61447603	61447616	RAD21	merged_ENCODE.tf.bound.union.bed
14	61746813	61747865	ENSG00000182107	61747400	61747550	53709	61747489	61747516	GR	predicted not supported by ChIP-seq
14	62120341	62120494	ENSG00000232774	62120360	62120510	53777	62120378	62120389	Maf	predicted not supported by ChIP-seq
14	62203607	62203827	ENSG00000100644	62203640	62203790	53781	62203678	62203693	Pou2f2	predicted not supported by ChIP-seq
14	62203607	62203827	ENSG00000100644	62203640	62203790	53781	62203688	62203697	AP-1	predicted not supported by ChIP-seq
14	62203607	62203827	ENSG00000100644	62203640	62203790	53781	62203688	62203699	Maf	predicted not supported by ChIP-seq
14	62203607	62203827	ENSG00000100644	62203640	62203790	53781	62203688	62203699	NF-E2	predicted not supported by ChIP-seq
14	64065500	64066660	ENSG00000140006	64065660	64065810	53846	64065674	64065682	BRCA1	predicted not supported by ChIP-seq
14	64065500	64066660	ENSG00000140006	64065660	64065810	53846	64065679	64065701	GR	predicted not supported by ChIP-seq
14	64193979	64194662	ENSG00000126821	64194260	64194410	53856	64194300	64194310	TCF12	predicted not supported by ChIP-seq
14	64604505	64604701	ENSG00000054654	64604520	64604670	53896	64604539	64604552	CEBPB	predicted not supported by ChIP-seq
14	64701678	64701868	ENSG00000140009	64701680	64701830	53905	64701818	64701828	Ets	predicted not supported by ChIP-seq
14	68228920	68229129	ENSG00000072121	68228900	68229050	54207	68228956	68228971	Ets	predicted not supported by ChIP-seq
14	69262514	69263011	ENSG00000185650	69262740	69262890	54349	69262764	69262777	AP-2	predicted not supported by ChIP-seq
14	69727008	69727184	ENSG00000100626	69727120	69727270	54402	69727150	69727169	NRSF	predicted not supported by ChIP-seq
14	70038219	70040339	ENSG00000267909	70039260	70039410	54424	70039270	70039289	NRSF	predicted not supported by ChIP-seq
14	70038219	70040339	ENSG00000267909	70039260	70039410	54424	70039315	70039327	GABPA	merged_ENCODE.tf.bound.union.bed
14	70038219	70040339	ENSG00000267909	70039260	70039410	54424	70039315	70039327	Ets	predicted not supported by ChIP-seq
14	70038219	70040339	ENSG00000267909	70039260	70039410	54424	70039323	70039343	Pax-5	predicted not supported by ChIP-seq
14	70038219	70040339	ENSG00000267909	70039260	70039410	54424	70039383	70039393	MAX	merged_ENCODE.tf.bound.union.bed
14	70038219	70040339	ENSG00000267909	70039260	70039410	54424	70039383	70039393	MYC	merged_ENCODE.tf.bound.union.bed
14	70038219	70040339	ENSG00000267909	70039260	70039410	54424	70039383	70039393	Myc	predicted not supported by ChIP-seq
14	70175394	70175821	ENSG00000100647	70175640	70175790	54450	70175652	70175667	AP-2	predicted not supported by ChIP-seq
14	73408453	73408532	ENSG00000119599	73408460	73408610	54615	73408495	73408503	TCF12	predicted not supported by ChIP-seq
14	73712781	73712883	ENSG00000100767	73712720	73712870	54641	73712828	73712852	STAT	predicted not supported by ChIP-seq
14	74058664	74059120	ENSG00000177465	74058640	74058790	54673	74058684	74058697	AP-2	predicted not supported by ChIP-seq
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416878	74416896	IRF1	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416882	74416904	SP1	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416889	74416905	NFYA	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416889	74416905	NFYB	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416890	74416900	GTF2F1	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416890	74416900	TAF1	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416890	74416900	TBP	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416891	74416901	FOSL2	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416891	74416901	JUND	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416891	74416902	SP2	merged_ENCODE.tf.bound.union.bed
14	74416676	74416918	ENSG00000156050	74416820	74416970	54728	74416892	74416902	RFX5	merged_ENCODE.tf.bound.union.bed
14	75078154	75078647	ENSG00000119681	75078200	75078350	54773	75078205	75078218	AP-2	predicted not supported by ChIP-seq
14	75078154	75078647	ENSG00000119681	75078200	75078350	54773	75078318	75078334	E2F	predicted not supported by ChIP-seq
14	75179636	75179800	ENSG00000214670	75179780	75179930	54782	75179782	75179797	RXRA	predicted not supported by ChIP-seq
14	75230193	75231065	ENSG00000119596	75231040	75231190	54784	75231053	75231064	Maf	predicted not supported by ChIP-seq
14	75513079	75516358	ENSG00000119684	75513740	75513890	54813	75513760	75513769	HNF4	predicted not supported by ChIP-seq
14	75513079	75516358	ENSG00000119684	75513740	75513890	54813	75513859	75513874	Irf	predicted not supported by ChIP-seq
14	75513079	75516358	ENSG00000119684	75514880	75515030	54814	75514974	75514989	Pou5f1	predicted not supported by ChIP-seq
14	75513079	75516358	ENSG00000119684	75514880	75515030	54814	75514985	75514994	YY1	predicted not supported by ChIP-seq
14	75568360	75568468	ENSG00000119638	75568300	75568450	54825	75568381	75568396	AP-2	predicted not supported by ChIP-seq
14	75747486	75748124	ENSG00000170345	75747620	75747770	54861	75747701	75747711	SP1	predicted not supported by ChIP-seq
14	76112744	76112826	ENSG00000119686	76112660	76112810	54900	76112790	76112801	Maf	predicted not supported by ChIP-seq
14	77302550	77302657	ENSG00000100565	77302440	77302590	54988	77302551	77302560	YY1	predicted not supported by ChIP-seq
14	77310766	77310815	ENSG00000100565	77310700	77310850	54989	77310769	77310780	ATF3	predicted not supported by ChIP-seq
14	77607313	77607750	ENSG00000269883	77607520	77607670	55057	77607547	77607563	AP-2	predicted not supported by ChIP-seq
14	77607313	77607750	ENSG00000269883	77607520	77607670	55057	77607596	77607607	RAD21	merged_ENCODE.tf.bound.union.bed
14	77786777	77787024	ENSG00000009830	77786900	77787050	55070	77786928	77786944	AP-2	predicted not supported by ChIP-seq
14	77786777	77787024	ENSG00000009830	77786900	77787050	55070	77786949	77786962	AP-2	predicted not supported by ChIP-seq
14	78226996	78227103	ENSG00000119705	78227000	78227150	55113	78227020	78227038	Irf	predicted not supported by ChIP-seq
14	88459314	88459508	ENSG00000054983	88459440	88459590	55552	88459476	88459486	STAT	predicted not supported by ChIP-seq
14	88459314	88459508	ENSG00000054983	88459440	88459590	55552	88459491	88459505	NF-Y	predicted not supported by ChIP-seq
14	90485660	90485762	ENSG00000042088	90485720	90485870	55681	90485739	90485753	PRDM1	predicted not supported by ChIP-seq
14	91526676	91526778	ENSG00000100784	91526680	91526830	55772	91526737	91526749	AP-2	predicted not supported by ChIP-seq
14	92040513	92040956	ENSG00000268657	92040560	92040710	55812	92040582	92040596	Egr-1	predicted not supported by ChIP-seq
14	92587986	92588121	ENSG00000183648	92588020	92588170	55845	92588079	92588090	Egr-1	predicted not supported by ChIP-seq
14	92587986	92588121	ENSG00000183648	92588020	92588170	55845	92588098	92588113	ATF3	predicted not supported by ChIP-seq
14	92627996	92628085	ENSG00000165934	92628000	92628150	55857	92628039	92628049	TATA	predicted not supported by ChIP-seq
14	93532530	93532703	ENSG00000100605	93532480	93532630	55971	93532554	93532572	MAX	merged_ENCODE.tf.bound.union.bed
14	93532530	93532703	ENSG00000100605	93532480	93532630	55971	93532554	93532572	MYC	merged_ENCODE.tf.bound.union.bed
14	93532530	93532703	ENSG00000100605	93532480	93532630	55971	93532554	93532572	USF1	merged_ENCODE.tf.bound.union.bed
14	93532530	93532703	ENSG00000100605	93532480	93532630	55971	93532554	93532572	USF2	merged_ENCODE.tf.bound.union.bed
14	93532530	93532703	ENSG00000100605	93532480	93532630	55971	93532571	93532593	GR	predicted not supported by ChIP-seq
14	94517540	94517808	ENSG00000089737	94517640	94517790	56047	94517737	94517756	NRSF	predicted not supported by ChIP-seq
14	95235295	95235554	ENSG00000133937	95235300	95235450	56097	95235328	95235336	TCF12	predicted not supported by ChIP-seq
14	95235295	95235554	ENSG00000133937	95235300	95235450	56097	95235328	95235338	TAL1	predicted not supported by ChIP-seq
14	95235295	95235554	ENSG00000133937	95235300	95235450	56097	95235425	95235436	Ets	predicted not supported by ChIP-seq
14	96968719	96968937	ENSG00000090060	96968620	96968770	56213	96968742	96968765	YY1	merged_ENCODE.tf.bound.union.bed
14	100069504	100070296	ENSG00000205476	100069980	100070130	56291	100070032	100070051	NRSF	predicted not supported by ChIP-seq
14	100069504	100070296	ENSG00000205476	100069980	100070130	56291	100070062	100070081	NRSF	predicted not supported by ChIP-seq
14	100111545	100111799	ENSG00000182218	100111540	100111690	56298	100111626	100111641	Ets	predicted not supported by ChIP-seq
14	102792322	102793224	ENSG00000022976	102792320	102792470	56484	102792424	102792432	TCF12	predicted not supported by ChIP-seq
14	102792322	102793224	ENSG00000022976	102792320	102792470	56484	102792431	102792440	AP-2	predicted not supported by ChIP-seq
14	102792322	102793224	ENSG00000022976	102792320	102792470	56484	102792437	102792447	NF-kappaB	predicted not supported by ChIP-seq
14	102904359	102904542	ENSG00000196663	102904440	102904590	56492	102904442	102904453	TCF4	predicted not supported by ChIP-seq
14	102904359	102904542	ENSG00000196663	102904440	102904590	56492	102904478	102904494	AP-2	predicted not supported by ChIP-seq
14	104026161	104027529	ENSG00000166170	104027360	104027510	56614	104027412	104027439	GR	predicted not supported by ChIP-seq
14	104143752	104143860	ENSG00000126214	104143700	104143850	56635	104143794	104143805	ATF3	predicted not supported by ChIP-seq
14	104143752	104143860	ENSG00000256500	104143700	104143850	56635	104143794	104143805	ATF3	predicted not supported by ChIP-seq
14	104145646	104145987	ENSG00000126214	104145800	104145950	56636	104145845	104145861	Ets	predicted not supported by ChIP-seq
14	104145721	104145882	ENSG00000256500	104145800	104145950	56636	104145845	104145861	Ets	predicted not supported by ChIP-seq
14	104145646	104145987	ENSG00000126214	104145800	104145950	56636	104145899	104145915	MAX	merged_ENCODE.tf.bound.union.bed
14	104145646	104145987	ENSG00000126214	104145800	104145950	56636	104145899	104145915	MYC	merged_ENCODE.tf.bound.union.bed
14	104145646	104145987	ENSG00000126214	104145800	104145950	56636	104145899	104145915	USF1	merged_ENCODE.tf.bound.union.bed
14	104145646	104145987	ENSG00000126214	104145800	104145950	56636	104145899	104145915	USF2	merged_ENCODE.tf.bound.union.bed
14	104145646	104145987	ENSG00000126214	104145800	104145950	56636	104145916	104145935	CTCF	merged_ENCODE.tf.bound.union.bed
14	104145646	104145987	ENSG00000126214	104145800	104145950	56636	104145918	104145933	RAD21	merged_ENCODE.tf.bound.union.bed
14	104145646	104145987	ENSG00000126214	104145800	104145950	56636	104145918	104145933	SMC3	merged_ENCODE.tf.bound.union.bed
14	105404403	105421136	ENSG00000185567	105406100	105406250	56727	105406180	105406195	AP-2	predicted not supported by ChIP-seq
14	105404403	105421136	ENSG00000185567	105406100	105406250	56727	105406226	105406236	ZBTB33	predicted not supported by ChIP-seq
14	105452112	105452215	ENSG00000140104	105452020	105452170	56734	105452115	105452133	RFX5	predicted not supported by ChIP-seq
14	105452112	105452215	ENSG00000140104	105452020	105452170	56734	105452119	105452147	PAX5	merged_ENCODE.tf.bound.union.bed
