Hugo_Symbol	compounds	samples	predicted_proportion	observed_proportion	p_enriched	p_twosided	logOR	Role	q_enriched	q_twosided
PIK3R2	4	205	0.0244442144070643	0.0195121951219512	0.739998396760626	0.822356858844474	-0.325116950206878	TSG	1	1
NOTCH4	22	535	0.0462442592743933	0.0411214953271028	0.742056590674366	0.679909443080331	-0.169381554604674	Oncogene/TSG	1	1
RHOA	3	181	0.0213106290251936	0.0165745856353591	0.743360746307141	1	-0.362600374322401	Oncogene	1	1
VTCN1	1	66	0.020678220350038	0.0151515151515152	0.748187511063803	1	-0.448649956500803	n/a	1	1
RAD54L	2	95	0.0283532877879353	0.0210526315789474	0.754592978131712	1	-0.429515455322633	n/a	1	1
MST1R	4	197	0.0260291157600213	0.0203045685279188	0.756182639415725	0.82255700984304	-0.358321932192008	Oncogene	1	1
DOT1L	11	354	0.0368799979417669	0.0310734463276836	0.757922929946467	0.67235614038606	-0.247156316922968	n/a	1	1
TRAF2	1	84	0.0167488308778542	0.0119047619047619	0.7579998674553	1	-0.492521627345273	n/a	1	1
UPF1	2	109	0.0252675476195992	0.018348623853211	0.76492517042519	1	-0.461613783110302	n/a	1	1
IL7R	4	208	0.0250226745455481	0.0192307692307692	0.766142009068368	0.823128036313779	-0.379819528396918	Oncogene	1	1
MAX	2	147	0.018893578403658	0.0136054421768707	0.767959663809749	1	-0.47371212604643	TSG	1	1
XPO1	4	176	0.0298391424579035	0.0227272727272727	0.772847834358057	0.82310891663258	-0.392781503681353	Oncogene	1	1
VHL	6	370	0.0206112750056899	0.0162162162162162	0.774937302813574	0.713746522803137	-0.345996522228558	TSG	1	1
IGF1R	9	265	0.0417605399529566	0.0339622641509434	0.779565676263731	0.644968045515627	-0.298207723934825	Oncogene	1	1
ETV6	2	137	0.0208572018992576	0.0145985401459854	0.781724593116974	1	-0.514721519076461	Oncogene	1	1
RXRA	1	97	0.0156349982247321	0.0103092783505155	0.783155734327969	1	-0.600835707865294	n/a	1	1
RASA1	7	319	0.0277814965941593	0.0219435736677116	0.784223982811565	0.731286945473788	-0.340325821583541	TSG	1	1
RPTOR	7	254	0.0348798809237337	0.0275590551181102	0.784952281610111	0.730354021233184	-0.339868689853067	Oncogene	1	1
SOX2	1	95	0.0164723378086056	0.0105263157894737	0.793592715111413	1	-0.646044740198209	Oncogene	1	1
CDC73	3	145	0.0289966746279784	0.0206896551724138	0.794623385850351	0.802913196818184	-0.486977859317698	TSG	1	1
TAP2	1	75	0.0211727143953739	0.0133333333333333	0.799111518046061	1	-0.667168739065754	n/a	1	1
POLD1	3	214	0.0202061083573679	0.014018691588785	0.808578818968097	0.805273993857018	-0.527439785156023	TSG	1	1
FLCN	2	119	0.0255762159296392	0.0168067226890756	0.811088422221092	0.773156653513754	-0.605764402906011	TSG	1	1
RRAS2	1	89	0.0185772139322629	0.0112359550561798	0.811549979984334	1	-0.725411394823132	Oncogene	1	1
MCL1	1	66	0.025423745027889	0.0151515151515152	0.817255420370458	1	-0.746714490815905	Oncogene	1	1
AKT3	2	149	0.020782123798842	0.0134228187919463	0.81788349470165	0.77402182619649	-0.630655426579786	Oncogene	1	1
MGA	35	648	0.061943937846166	0.0540123456790123	0.820144151832537	0.462834026793447	-0.197673895847744	TSG	1	0.920139934639313
PDCD1	1	100	0.0170433375348097	0.01	0.820759120471429	1	-0.769207880952931	Oncogene	1	1
FOXP1	4	231	0.024796263334949	0.0173160173160173	0.82629540686759	0.669484523677819	-0.518015582160511	Oncogene/TSG	1	1
DIS3	4	196	0.0292229085285592	0.0204081632653061	0.826897638587029	0.668802739931234	-0.517953429706526	n/a	1	1
ASXL1	12	384	0.03957589561018	0.03125	0.833279122715082	0.511316101948511	-0.340765809425254	TSG	1	0.982652755596522
NEGR1	1	129	0.0139581975676981	0.00775193798449612	0.836883772476736	1	-0.848483722953298	n/a	1	1
FOXO1	1	109	0.0167423470420888	0.00917431192660551	0.841240562876784	1	-0.867829922665353	TSG	1	1
PRKCI	1	80	0.0228715560125554	0.0125	0.842915818084971	1	-0.87162642456725	Oncogene	1	1
JAK3	6	270	0.0309555691346003	0.0222222222222222	0.843591998713006	0.5948608235123	-0.478195890795398	Oncogene	1	1
ALOX12B	2	135	0.0249042292583893	0.0148148148148148	0.852245515749384	0.778079060491559	-0.749350170131386	n/a	1	1
RIT1	1	81	0.0233718049478967	0.0123456790123457	0.852745048256246	1	-0.920762967377285	Oncogene	1	1
YES1	1	78	0.0243225076074216	0.0128205128205128	0.853482214220025	1	-0.923838004838403	Oncogene	1	1
BRAF	27	1262	0.0256722975515753	0.0213946117274168	0.854112603522626	0.373774230276851	-0.262964919251254	Oncogene	1	0.873383132600225
PARK2	2	184	0.0184236283596879	0.0108695652173913	0.854540411084224	0.779415068142845	-0.761262980862475	TSG	1	1
SH2B3	1	130	0.0148704653390715	0.00769230769230769	0.857395197611612	1	-0.950961417373484	TSG	1	1
EP300	29	538	0.0643495309593598	0.0539033457249071	0.860085430515564	0.378937640287529	-0.255554810403775	TSG	1	0.873383132600225
NTRK1	5	277	0.0268698160079585	0.0180505415162455	0.867212027376823	0.458712023206259	-0.573944323865286	Oncogene	1	0.920139934639313
SPOP	6	376	0.0231413959029273	0.0159574468085106	0.867902571038512	0.489674758495809	-0.536246052485019	TSG	1	0.960832404275391
PRDM1	3	171	0.0286004888854753	0.0175438596491228	0.869576298905595	0.641263207386977	-0.705073632464403	TSG	1	1
PRKAR1A	1	72	0.0282882950358261	0.0138888888888889	0.873323732405066	0.725593252807138	-1.02627403833167	n/a	1	1
SOS1	3	159	0.0311503801522738	0.0188679245283019	0.875339328334538	0.495816610263606	-0.723314034472861	Oncogene	1	0.963105191550408
MAP3K13	4	208	0.0302825114711132	0.0192307692307692	0.877385598904937	0.539298746100497	-0.65506838813744	Oncogene	1	0.995464483908822
HNF1A	2	162	0.0226972187173859	0.0123456790123457	0.884511004504495	0.593671629116706	-0.878509335803618	TSG	1	1
EPHB1	8	463	0.0247114786380305	0.0172786177105832	0.886118515248894	0.369113293053586	-0.516193531951913	n/a	1	0.873383132600225
POLE	16	430	0.0483782831319009	0.0372093023255814	0.886856572245633	0.312907272890136	-0.378696231095309	TSG	1	0.788177180648345
PPP2R1A	5	344	0.0224960687922498	0.0145348837209302	0.887147061400083	0.463025448908434	-0.630153381284554	TSG	1	0.920139934639313
PARP1	3	160	0.0318544500797185	0.01875	0.887205125236702	0.497020023905028	-0.764604336040236	TSG	1	0.963105191550408
MDM4	1	83	0.0266582506093868	0.0120481927710843	0.893824526233277	0.72896913848398	-1.1457653513325	Oncogene	1	1
MALT1	1	105	0.0212072684838367	0.00952380952380952	0.894676024922468	0.73003473944435	-1.15494814024511	n/a	1	1
AKT2	1	105	0.0216672946282093	0.00952380952380952	0.899748686634661	0.731515667689164	-1.18590835810557	Oncogene	1	1
PRDM14	1	136	0.0170397670455266	0.00735294117647059	0.903419610197091	0.733567595028763	-1.21251226376702	n/a	1	1
YAP1	1	80	0.0288281407586197	0.0125	0.903686496561967	0.731826813951157	-1.20554969980831	Oncogene	1	1
MSH3	1	109	0.0213327797474832	0.00917431192660551	0.904672193916314	0.733397222020356	-1.21740010192854	TSG	1	1
ERG	2	159	0.0250743118161451	0.0125786163522013	0.910229575324738	0.447115937926664	-0.995236871010728	Oncogene	1	0.919837634413005
AURKA	1	93	0.0256627610541666	0.010752688172043	0.910882080377455	0.735519304990396	-1.25497901954194	Oncogene	1	1
XIAP	1	97	0.0247821245880229	0.0103092783505155	0.912328112652894	0.736398975885709	-1.2653565283983	Oncogene	1	1
AGO2	1	110	0.0220497474778778	0.00909090909090909	0.913931556630233	0.737694830485296	-1.27826565733321	n/a	1	1
GNA11	1	117	0.0210091624582602	0.00854700854700855	0.916612801169296	0.525022593935747	-1.29752717913999	Oncogene	1	0.98573096776612
ATRX	62	1085	0.0671146926332891	0.0571428571428571	0.917837765220028	0.202611833483809	-0.232055460493022	TSG	1	0.646649047331799
RPS6KA4	2	171	0.0240627704138455	0.0116959064327485	0.918998031038504	0.449517522742355	-1.0407990786901	Oncogene	1	0.920125618943891
RBM10	12	688	0.0248405864884185	0.0174418604651163	0.921104866617056	0.2682375926904	-0.510145300322757	TSG	1	0.740899018013241
TMPRSS2	1	127	0.0199107983950913	0.0078740157480315	0.922244388397193	0.525905924795798	-1.33837956926354	n/a	1	0.98573096776612
CDK8	1	112	0.0225636649959779	0.00892857142857143	0.922391428741356	0.525324760348472	-1.33750015472168	Oncogene	1	0.98573096776612
U2AF1	2	210	0.0199075294781693	0.00952380952380952	0.922817218171959	0.452235453928089	-1.06370352179043	Oncogene	1	0.920125618943891
AR	10	445	0.0330291506098757	0.0224719101123595	0.923200444449816	0.285860084565293	-0.555617110401048	Oncogene	1	0.740899018013241
JUN	1	124	0.020706783188847	0.00806451612903226	0.925324086442616	0.526453822707821	-1.36044356804017	Oncogene	1	0.98573096776612
HIST1H1C	1	164	0.0157159948388572	0.00609756097560976	0.925569633797864	0.527693237562163	-1.36592941397069	n/a	1	0.98573096776612
ALK	12	531	0.0324506305141143	0.0225988700564972	0.926546057647694	0.267891785957987	-0.521995870296899	Oncogene	1	0.740899018013241
BRIP1	6	235	0.0419042329173081	0.025531914893617	0.931080093944324	0.25454597550263	-0.714794239859179	TSG	1	0.740899018013241
JAK2	3	201	0.02939272754417	0.0149253731343284	0.936521805465684	0.295843232301093	-0.977692243029363	Oncogene	1	0.754966062757434
RET	6	333	0.0302336855829943	0.018018018018018	0.938242352906184	0.259286104750268	-0.746716535402242	Oncogene	1	0.740899018013241
PPM1D	1	139	0.0202419239894966	0.00719424460431655	0.94171988135657	0.536307521010159	-1.49243130727869	Oncogene	1	0.993871477427557
MPL	1	108	0.0260120242486798	0.00925925925925926	0.941951860955446	0.535032920177119	-1.49020998617551	Oncogene	1	0.993871477427557
RICTOR	8	242	0.0529431735842255	0.0330578512396694	0.945179466100668	0.195940630972529	-0.679451724709377	Oncogene	1	0.639890032616581
IDH2	1	127	0.0227598638667334	0.0078740157480315	0.946276471022468	0.377232136576307	-1.53132042549536	Oncogene	1	0.873383132600225
BCOR	16	614	0.0371528343539603	0.0260586319218241	0.947177692170171	0.164799237889105	-0.511710932373365	TSG	1	0.583039727986456
EIF1AX	1	151	0.019416076473945	0.00662251655629139	0.948215464072454	0.378297181704359	-1.55180024549464	n/a	1	0.873383132600225
KLF4	1	128	0.0230128690765793	0.0078125	0.949210735710217	0.377565682826173	-1.5585846696899	Oncogene/TSG	1	0.873383132600225
RECQL4	4	240	0.0323031418877738	0.0166666666666667	0.952526828259834	0.20215785607207	-0.954708897857261	TSG	1	0.646649047331799
MLH1	1	116	0.0261642596334949	0.00862068965517241	0.953831869646226	0.378517836499919	-1.60172224113722	TSG	1	0.873383132600225
ABL1	3	187	0.0348540401515875	0.0160427807486631	0.959983635174008	0.226746515973628	-1.11940166705864	Oncogene	1	0.691711362340138
MAP2K1	2	211	0.0236447153343042	0.00947867298578199	0.960799290450313	0.252281707128565	-1.31876077180199	Oncogene	1	0.740899018013241
ETV1	1	151	0.0213610009768358	0.00662251655629139	0.961629249268243	0.387268293447954	-1.68952780287176	Oncogene	1	0.886540652157815
PMS1	2	158	0.0318108589258036	0.0126582278481013	0.962546587846822	0.251174842583598	-1.32944388505088	TSG	1	0.740899018013241
NRAS	8	635	0.0214628898199854	0.0125984251968504	0.962777637699779	0.132406740057124	-0.768600929315591	Oncogene	1	0.508535741747337
NTRK2	2	193	0.0261649661091493	0.0103626943005181	0.962927051193209	0.253096617602069	-1.33623723775904	Oncogene	1	0.740899018013241
FH	1	120	0.0275052831386025	0.00833333333333333	0.964805882418569	0.268972905054275	-1.7227431599552	TSG	1	0.740899018013241
FANCA	5	263	0.0366105374337705	0.0190114068441065	0.965300590184516	0.140583150751096	-0.945393656839856	TSG	1	0.519395843937097
TNFAIP3	1	123	0.0274649656647709	0.00813008130081301	0.967465331371058	0.269419358270373	-1.75625080384198	TSG	1	0.740899018013241
IRS2	6	307	0.0364355821307614	0.0195439739413681	0.968705141641099	0.127215206062529	-0.898624195670881	Oncogene	1	0.508535741747337
MYC	1	136	0.025193277384218	0.00735294117647059	0.968888702918756	0.270676697222639	-1.77664546542534	Oncogene	1	0.740899018013241
KIT	10	557	0.0298283773006904	0.0179533213644524	0.969987842372156	0.105204528996385	-0.732434728154492	Oncogene	1	0.463495424918035
PTCH1	5	321	0.0309488358685621	0.0155763239875389	0.971280296467281	0.143473370166778	-0.990530346367003	TSG	1	0.519395843937097
SF3B1	12	507	0.0379870340454734	0.0236686390532544	0.97162488371273	0.102674800366101	-0.682530320054762	Oncogene	1	0.457525262733541
MED12	22	649	0.0486595605506631	0.0338983050847458	0.972422277580188	0.0828305158376726	-0.521510150799712	Oncogene/TSG	1	0.403462775203642
KDR	9	463	0.0333780050766483	0.019438444924406	0.972436357108462	0.118121968955078	-0.779984922896128	Oncogene	1	0.502671501431995
INSR	3	210	0.0334114646613183	0.0142857142857143	0.972564913822343	0.173497120550449	-1.22577005477891	Oncogene	1	0.600171520718959
AKT1	4	416	0.0208415421988355	0.00961538461538462	0.974340393598212	0.121676797888147	-1.11604556415418	Oncogene	1	0.502858978882871
PIK3CD	2	180	0.0307376197812609	0.0111111111111111	0.97567504115917	0.188190688189703	-1.46800235841761	Oncogene	1	0.632266556723678
WHSC1	1	131	0.0279728157422575	0.00763358778625954	0.975685137536623	0.278144965328987	-1.87359229449822	Oncogene	1	0.740899018013241
WT1	1	180	0.0204392095225498	0.00555555555555556	0.975697511747687	0.28056163305319	-1.8793363083124	Oncogene/TSG	1	0.740899018013241
ARID5B	3	207	0.0349554118834246	0.0144927536231884	0.976918948166001	0.128201467302714	-1.27018410151528	TSG	1	0.508535741747337
TP53BP1	3	198	0.036628185523361	0.0151515151515152	0.977295203354039	0.127983959751205	-1.27349216458362	TSG	1	0.508535741747337
PLK2	1	140	0.0274462905620525	0.00714285714285714	0.979680956964737	0.192626906924646	-1.94203800556809	n/a	1	0.637991244920637
NSD1	22	452	0.0713102565247452	0.0486725663716814	0.979887748534538	0.0667982163448659	-0.551000747828147	Oncogene/TSG	1	0.363155970324093
SLX4	3	214	0.0348358396429502	0.014018691588785	0.980539883729957	0.130858835477832	-1.31322063267559	TSG	1	0.508535741747337
DDR2	3	228	0.0330339725972359	0.0131578947368421	0.981604241214686	0.132725605010639	-1.32802179924761	Oncogene	1	0.508535741747337
INPP4B	2	225	0.026284970673469	0.00888888888888889	0.982346847229932	0.138913863310684	-1.56416312671678	TSG	1	0.518982193328714
CREBBP	31	705	0.0617803347597134	0.0439716312056738	0.983319959928403	0.0501554700523313	-0.490574635423709	TSG	1	0.296405995146263
AXIN2	2	233	0.0258482073151105	0.00858369098712446	0.983920313460946	0.1414579441164	-1.5903941817531	TSG	1	0.519395843937097
ARID1B	16	507	0.0504622772766923	0.0315581854043393	0.984894628284342	0.0531867380058295	-0.677191061383833	TSG	1	0.299255501791836
MSH6	2	194	0.0318876327889499	0.0103092783505155	0.986251947437812	0.0994738448573294	-1.62905365403507	TSG	1	0.455434172042871
EZH2	1	148	0.0287669004909819	0.00675675675675676	0.986699307477637	0.136721660426791	-2.0900069611587	Oncogene/TSG	1	0.518982193328714
ATR	21	446	0.0722947215773045	0.047085201793722	0.988167009318469	0.0434791560844295	-0.618616603530202	TSG	1	0.267167972255639
AXL	2	223	0.0306581807763253	0.00896860986547085	0.992231846848684	0.0753338948720305	-1.77331580170058	Oncogene	1	0.378289558120841
CBFB	1	232	0.0214162670939649	0.00431034482758621	0.993412294408936	0.0692095960574823	-2.31283184219426	TSG	1	0.363155970324093
DNMT1	3	210	0.0428409887496109	0.0142857142857143	0.994479780886535	0.0388689647834996	-1.5844186043569	Oncogene	1	0.245294683160734
ERCC4	1	155	0.0340965323869968	0.00645161290322581	0.995379091112683	0.0704151599423806	-2.40189324030725	TSG	1	0.365376441034353
SMO	1	224	0.0237782164696261	0.00446428571428571	0.995441072040919	0.0726638115189248	-2.41313923933772	Oncogene	1	0.372901098674043
ROS1	27	583	0.0724960840908937	0.0463121783876501	0.996169141588408	0.0130331693209961	-0.64651145066264	Oncogene	1	0.0997785257853309
DNMT3B	1	188	0.0291965793626848	0.00531914893617021	0.996192113404139	0.0484168445850188	-2.45653201643404	TSG	1	0.289880338733382
RAD50	2	217	0.0352996577286507	0.00921658986175115	0.996331312212089	0.0394659804280011	-1.93734923762309	TSG	1	0.245741504798354
KDM5A	4	266	0.0427400350619557	0.0150375939849624	0.996769440022267	0.0216110398552647	-1.50701433724522	Oncogene	1	0.152914478975888
ERCC2	1	214	0.0266428835282028	0.00467289719626168	0.99690790654024	0.0507761876053556	-2.51136102868693	TSG	1	0.296405995146263
TERT	2	291	0.0271999064609784	0.00687285223367698	0.997010161086965	0.0283496136570545	-1.98462084326672	Oncogene	1	0.181359857230746
ESR1	5	521	0.0255154306950308	0.00959692898272553	0.997227899673649	0.0171090945575519	-1.41072527192915	Oncogene	1	0.124842924349636
NOTCH2	13	407	0.0627173582705348	0.0319410319410319	0.99816865838343	0.0075955547897136	-0.97345386905827	Oncogene/TSG	1	0.0644931652144773
CSF1R	1	216	0.0287885142348923	0.00462962962962963	0.998181208473027	0.0238910352671197	-2.63652464622706	n/a	1	0.163368276862948
NOTCH3	18	595	0.0546813177799076	0.0302521008403361	0.998308327741578	0.00660348746363876	-0.854012678240261	Oncogene/TSG	1	0.0581854461418736
ERCC5	1	197	0.0319647253344949	0.0050761421319797	0.998338260053609	0.0238315881531973	-2.65467632683127	n/a	1	0.163368276862948
PALB2	1	218	0.0290211601014236	0.00458715596330275	0.998371720680506	0.0241406258946513	-2.66143332632686	TSG	1	0.163368276862948
IRS1	2	245	0.0360404852000833	0.00816326530612245	0.998737298943553	0.0146156648740168	-2.14240018299423	Oncogene	1	0.110088959615578
TET1	8	354	0.0562002850749681	0.0225988700564972	0.999351875462852	0.00362500847350973	-1.31432680881853	TSG	1	0.0347019574323963
NCOR1	19	517	0.0712414434419263	0.0367504835589942	0.999685230222085	0.00145907637022239	-0.954953514662101	TSG	1	0.0144976311679544
MAP2K4	1	316	0.0266079460960323	0.00316455696202532	0.999800958452565	0.00424109521188315	-3.07178170944531	TSG	1	0.0396118292789886
IDH1	3	623	0.0219203185059646	0.00481540930979133	0.999886902207531	0.00136645700702468	-2.18653842358373	Oncogene	1	0.0141807871617895
PTPRS	8	485	0.0467284310644133	0.0164948453608247	0.999905471462742	0.000525757170627621	-1.50228534594932	TSG	1	0.00598850240690485
ZFHX3	32	735	0.0835922149281083	0.0435374149659864	0.999993186555958	2.50238057052391e-05	-0.941112838097294	TSG	1	0.000343709331304314
MTOR	12	559	0.0604843106926562	0.0214669051878354	0.999996969796976	1.73088389320534e-05	-1.49444674586958	Oncogene	1	0.000269440926042297
BRCA2	28	635	0.0918422855666042	0.0440944881889764	0.999998414995687	6.97989969832648e-06	-1.05856021487408	TSG	1	0.000125369736889172
SPEN	35	579	0.12144383203085	0.0604490500863558	0.999999678888357	1.5498033814639e-06	-1.00649764544751	TSG	1	3.28980990519838e-05
KMT2A	38	604	0.132146612316829	0.0629139072847682	0.999999987839023	5.18295952392905e-08	-1.07068857181655	TSG	1	1.34469005426381e-06
KRAS	52	4857	0.0211779643679482	0.0107061972410953	0.999999991540524	3.61615645127065e-08	-0.98411778683832	Oncogene	1	9.93379448672585e-07
AURKB	0	42	0.0228241165849956	0	1	1	-Inf	Oncogene	1	1
BABAM1	0	47	0.0170867027957411	0	1	1	-Inf	n/a	1	1
BARD1	0	163	0.0228118927293157	0	1	0.0575734533626608	-Inf	TSG	1	0.320080984766221
BCL10	0	33	0.0171218169497077	0	1	1	-Inf	TSG	1	1
BCL2L1	0	38	0.0232232140971062	0	1	1	-Inf	n/a	1	1
BCL2L11	0	53	0.021018441917753	0	1	0.630894135903303	-Inf	TSG	1	1
CCND3	0	37	0.0223491671032642	0	1	1	-Inf	Oncogene	1	1
CD276	0	59	0.0223892882033597	0	1	0.644763577461239	-Inf	n/a	1	1
CD79B	0	44	0.0181988466426925	0	1	1	-Inf	Oncogene	1	1
CDC42	0	20	0.0180637770867164	0	1	1	-Inf	Oncogene	1	1
CDK4	0	70	0.0200313544803516	0	1	0.408130211722355	-Inf	Oncogene	1	0.892637312443758
CDK6	0	50	0.0227592637139038	0	1	0.631697418851326	-Inf	Oncogene	1	1
CDKN2B	0	38	0.0261755434634666	0	1	0.627209909368326	-Inf	TSG	1	1
CDKN2C	0	70	0.0217268589354403	0	1	0.409948660054073	-Inf	TSG	1	0.892637312443758
CENPA	0	34	0.0134493322837225	0	1	1	-Inf	n/a	1	1
CHEK1	0	58	0.0227512933714187	0	1	0.644593774746155	-Inf	TSG	1	1
CRKL	0	23	0.0226626461462065	0	1	1	-Inf	Oncogene	1	1
CTLA4	0	48	0.0188872943032827	0	1	1	-Inf	Oncogene	1	1
CXCR4	0	62	0.0143870937465186	0	1	1	-Inf	Oncogene	1	1
CYLD	0	124	0.0214695002181475	0	1	0.119572562337734	-Inf	TSG	1	0.502671501431995
DCUN1D1	0	39	0.0209018142298723	0	1	1	-Inf	n/a	1	1
E2F3	0	76	0.0230364321697619	0	1	0.425563907002836	-Inf	Oncogene	1	0.896396469800667
EED	0	78	0.0272140749734522	0	1	0.279566825489988	-Inf	TSG	1	0.740899018013241
EGFL7	0	42	0.0174921506759721	0	1	1	-Inf	n/a	1	1
EIF4A2	0	115	0.0175560226884032	0	1	0.275152083877602	-Inf	n/a	1	0.740899018013241
EPAS1	0	84	0.0239108199205257	0	1	0.273172717720807	-Inf	n/a	1	0.740899018013241
ERCC3	0	112	0.0300716101394025	0	1	0.0855146964857592	-Inf	TSG	1	0.407503706722955
ERF	0	103	0.0161476526056669	0	1	0.419343532337877	-Inf	TSG	1	0.896396469800667
EZH1	0	68	0.0224773768625242	0	1	0.410070953080496	-Inf	Oncogene	1	0.892637312443758
FAM58A	0	36	0.0147030214537912	0	1	1	-Inf	TSG	1	1
FANCC	0	74	0.0228870424123864	0	1	0.420410328308682	-Inf	TSG	1	0.896396469800667
FAT1	75	969	0.181810198066611	0.0773993808049536	1	2.03397190927773e-20	-1.2320391952376	TSG	1	8.63513528756998e-19
FGF3	0	128	0.0167813691836547	0	1	0.283730615207096	-Inf	Oncogene	1	0.740899018013241
FOXL2	0	131	0.0197570538804992	0	1	0.192153680505042	-Inf	Oncogene/TSG	1	0.637991244920637
FYN	0	93	0.0187354791609154	0	1	0.425578579742883	-Inf	Oncogene	1	0.896396469800667
GATA2	0	109	0.0201615150078448	0	1	0.287157863512627	-Inf	Oncogene	1	0.740899018013241
GREM1	0	30	0.021637535881434	0	1	1	-Inf	Oncogene	1	1
GSK3B	0	81	0.0248084129425891	0	1	0.273015050950377	-Inf	Oncogene	1	0.740899018013241
H3F3A	0	67	0.0161029427684551	0	1	0.63046317805007	-Inf	n/a	1	1
H3F3B	0	39	0.0158968452759174	0	1	1	-Inf	n/a	1	1
HIST1H2BD	0	66	0.0171522341560592	0	1	0.632318995461113	-Inf	n/a	1	1
HIST1H3A	0	34	0.0107869992608458	0	1	1	-Inf	n/a	1	1
HIST1H3C	0	63	0.0109531082977306	0	1	1	-Inf	n/a	1	1
HIST1H3D	0	74	0.0120199703028455	0	1	1	-Inf	n/a	1	1
HIST1H3E	0	40	0.0113396640634848	0	1	1	-Inf	n/a	1	1
HIST1H3F	0	42	0.0110437882162981	0	1	1	-Inf	n/a	1	1
HIST1H3G	0	65	0.011101550383689	0	1	1	-Inf	n/a	1	1
HIST2H3C	0	8	0.0117460104141083	0	1	1	-Inf	n/a	1	1
HIST3H3	0	56	0.0137016919295935	0	1	1	-Inf	n/a	1	1
ID3	0	13	0.0143063270071938	0	1	1	-Inf	TSG	1	1
IFNGR1	0	86	0.0248993202801387	0	1	0.28148769519709	-Inf	n/a	1	0.740899018013241
IGF1	0	62	0.019477485007684	0	1	0.6362220525134	-Inf	Oncogene	1	1
IKBKE	0	120	0.0282461951985667	0	1	0.0530786444716499	-Inf	Oncogene	1	0.299255501791836
IL10	0	51	0.0203138877648374	0	1	0.628712090435993	-Inf	n/a	1	1
KMT2C	100	1279	0.192367082548877	0.0781860828772478	1	3.28255681629278e-30	-1.29887821350191	TSG	1	2.55492338868121e-28
KMT2D	191	1516	0.241259426460869	0.12598944591029	1	3.91109504686455e-29	-0.937282427546489	TSG	1	2.60925912412249e-27
KMT5A	0	45	0.017011187839498	0	1	1	-Inf	n/a	1	1
LMO1	0	40	0.0182591266564926	0	1	1	-Inf	Oncogene	1	1
LYN	0	74	0.0178576252016081	0	1	0.645357961208969	-Inf	Oncogene	1	1
MAPK3	0	62	0.0151497343628403	0	1	1	-Inf	Oncogene	1	1
MITF	0	95	0.0275753600204535	0	1	0.118206845681835	-Inf	Oncogene/TSG	1	0.502671501431995
MSI1	0	57	0.0164099572682832	0	1	1	-Inf	Oncogene	1	1
MST1	0	71	0.0166024301917706	0	1	0.634851801927486	-Inf	TSG	1	1
MUTYH	0	85	0.0242276079340746	0	1	0.27592069651515	-Inf	TSG	1	0.740899018013241
MYCL	0	55	0.021935733200606	0	1	0.635788180824746	-Inf	n/a	1	1
MYD88	0	69	0.0189565427680481	0	1	0.644033658424434	-Inf	Oncogene	1	1
NCOA3	0	201	0.0277660077791456	0	1	0.00786582678509696	-Inf	Oncogene	1	0.065595376940005
NKX3_1	0	61	0.0186058847229772	0	1	0.632220828003884	-Inf	TSG	1	1
NUF2	0	62	0.0179412249132453	0	1	0.631336538884328	-Inf	Oncogene	1	1
PAX5	0	141	0.0192259381758849	0	1	0.120555049593969	-Inf	TSG	1	0.502671501431995
PDPK1	0	32	0.0221682333007904	0	1	1	-Inf	n/a	1	1
PHOX2B	0	103	0.0204608130358253	0	1	0.2799221033971	-Inf	TSG	1	0.740899018013241
PIK3C3	0	167	0.0198538343888422	0	1	0.0853258485617468	-Inf	n/a	1	0.407503706722955
PIM1	0	54	0.0206502843220491	0	1	0.631002623013725	-Inf	n/a	1	1
PMAIP1	0	16	0.0179508958734872	0	1	1	-Inf	TSG	1	1
PMS2	0	114	0.0286859904371241	0	1	0.0826893066380365	-Inf	TSG	1	0.403462775203642
PNRC1	0	52	0.0211097837931151	0	1	0.630239505179188	-Inf	n/a	1	1
PTP4A1	0	21	0.0194493341275281	0	1	1	-Inf	n/a	1	1
RAB35	0	37	0.0139723045304143	0	1	1	-Inf	Oncogene	1	1
RAC2	0	18	0.0133987914402806	0	1	1	-Inf	Oncogene	1	1
RAD51	0	35	0.0230969959227932	0	1	1	-Inf	TSG	1	1
RAD51B	0	50	0.0223878128530877	0	1	0.630898837715116	-Inf	TSG	1	1
RAD51D	0	32	0.0192462897520459	0	1	1	-Inf	TSG	1	1
RAD52	0	58	0.0232269890194205	0	1	0.647094012717845	-Inf	n/a	1	1
RAF1	0	151	0.0285905018267682	0	1	0.0244877502792427	-Inf	Oncogene	1	0.163368276862948
RECQL	0	49	0.0197901360068745	0	1	1	-Inf	TSG	1	1
RFWD2	0	187	0.0241890719595062	0	1	0.0266286936879465	-Inf	Oncogene	1	0.174779709012614
RRAGC	0	37	0.0180120625332876	0	1	1	-Inf	Oncogene	1	1
RRAS	0	29	0.0152463238201526	0	1	1	-Inf	Oncogene	1	1
RYBP	0	73	0.0196597781755944	0	1	0.408367576027925	-Inf	TSG	1	0.892637312443758
SDHAF2	0	25	0.0194896587512026	0	1	1	-Inf	TSG	1	1
SDHB	0	51	0.0214162885903808	0	1	0.629989952163958	-Inf	TSG	1	1
SDHC	0	28	0.0213426519436366	0	1	1	-Inf	TSG	1	1
SDHD	0	19	0.0226770939891137	0	1	1	-Inf	TSG	1	1
SESN3	0	57	0.0199756367004891	0	1	0.632175767385014	-Inf	TSG	1	1
